city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,station_avg_temp_c
sj,1994,52,01-01-1994,,,,,5.25,298.5271429,298.7785714,294.4014286,3.4,78.01857143,26.97142857
sj,1994,1,08-01-1994,-0.1209,0.0193,0.09498571,0.1785143,12.6,298.1914286,298.2857143,293.5857143,19.5,75.74285714,25.5
sj,1994,2,15-01-1994,0.1435,0.0974,0.25425,0.21445,0,297.59,297.6928571,293.7214286,19.4,79.15,25.45714286
sj,1994,3,22-01-1994,0.0741,0.1664333,0.151,0.1407143,0,297.9128571,297.9428571,293.37,16.4,75.98428571,25.08571429
sj,1994,4,29-01-1994,0.0912,-0.1162667,0.1635571,0.1985143,0,297.5714286,297.7071429,293.5314286,19.04,78.38142857,25.32857143
sj,1994,5,05-02-1994,0.2588,0.2112,0.2200571,0.2156,0,297.5885714,297.7142857,293.23,21.8,76.82571429,25.78571429
sj,1994,6,12-02-1994,0.0882,0.117,0.0768,0.069175,0,297.5157143,297.5714286,292.8528571,11.5,75.31,25.25714286
sj,1994,7,19-02-1994,0.3633,0.24185,0.2473857,0.2834143,0,297.7742857,297.9428571,292.5771429,7.2,72.88571429,25.7
sj,1994,8,26-02-1994,,0.09243333,0.1377571,0.07407143,0,297.4557143,297.5642857,292.6728571,11.5,74.78857143,25.74285714
sj,1994,9,05-03-1994,,0.1446,0.17415,0.1530833,0,297.2357143,297.3357143,293.1285714,16.7,77.91571429,25.31428571
sj,1994,10,12-03-1994,0.1125,0.1038,0.08821429,0.1224143,7.15,297.2685714,297.4071429,293.8871429,18.7,81.51857143,25.88571429
sj,1994,11,19-03-1994,0.1468,-0.04815,0.1946833,0.14055,0,297.5014286,297.6714286,292.8642857,6.69,75.43571429,25.84285714
sj,1994,12,26-03-1994,0.0412,0.1005833,0.1528167,0.1368429,0,298.0142857,298.2142857,293.1757143,2.9,74.64714286,26.72857143
sj,1994,13,02-04-1994,0.0978,0.15975,0.1270429,0.1195286,46.62,298.2814286,298.4642857,293.5328571,6.66,75.08285714,26.7
sj,1994,14,09-04-1994,0.108,0.05093333,0.1369286,0.1190286,0,298.12,298.3142857,293.1514286,4.4,73.95142857,26.42857143
sj,1994,15,16-04-1994,0.16435,0.13325,0.1874286,0.1552429,0,297.5371429,297.6214286,293.7342857,37,79.51714286,25.97142857
sj,1994,16,23-04-1994,,,0.1528286,0.1754571,0,297.5414286,297.7357143,292.8528571,16.6,75.24714286,25.97142857
sj,1994,17,30-04-1994,0.0805,0.0251,0.09804286,0.09371667,0,298.3242857,298.4928571,293.4557143,4.9,74.51571429,26.67142857
sj,1994,18,07-05-1994,0.0652,0.08175,0.1644143,0.1321429,68,298.9271429,299.0928571,295.2357143,14.1,80.35285714,27.75714286
sj,1994,19,14-05-1994,0.1111,0.0974,0.1165143,0.1063143,10.46,298.5571429,298.7,294.9242857,21.1,80.46285714,27.41428571
sj,1994,20,21-05-1994,0.0742,0.0177,0.1722429,0.1608286,16.5,298.4742857,298.55,295.3842857,28.9,83.13571429,27.71428571
sj,1994,21,28-05-1994,0.1178,0.10975,0.2084714,0.2084857,17.52,299.9414286,300.2285714,296.0642857,7.9,79.50285714,29.1
sj,1994,22,04-06-1994,0.1097,0.1407,0.2008429,0.1616143,6.59,299.5971429,299.7785714,295.3428571,16.7,77.66428571,28.57142857
sj,1994,23,11-06-1994,0.08005,0.06905,0.06161429,0.05854286,42.53,299.3271429,299.5357143,295.6428571,21.5,80.38285714,28.22857143
sj,1994,24,18-06-1994,-0.0286,,0.1592833,0.2158429,13.82,299.6057143,299.8,295.4914286,3.7,78.29285714,28.32857143
sj,1994,25,25-06-1994,-0.0323,0.04215,0.1387429,0.1391143,38.34,299.5,299.6357143,295.4628571,26.51,78.70428571,28.07142857
sj,1994,26,02-07-1994,0.1252667,0.11765,0.1234167,0.1551857,12.67,299.8614286,300.0071429,295.8528571,22.9,79.02714286,28.4
sj,1994,27,09-07-1994,0.12325,0.2155667,0.217,0.1133429,15.39,299.1257143,299.1785714,295.1542857,54.83,78.80571429,27.92857143
sj,1994,28,16-07-1994,0.1396,0.22405,0.1846714,0.1805857,9.77,299.4814286,299.65,295.1685714,18.52,77.30285714,28.17142857
sj,1994,29,23-07-1994,0.0424,0.1201667,0.1943429,0.1907429,43.28,299.9328571,300.1,295.5628571,9.9,77.10285714,28.25714286
sj,1994,30,30-07-1994,0.183,0.2658,0.1967286,0.1939,2.79,299.9771429,300.1285714,295.2371429,3.3,75.43571429,28.51428571
sj,1994,31,06-08-1994,,0.1311,0.1752143,0.1122143,26.96,299.5757143,299.6357143,295.3628571,22.9,77.79571429,28.25714286
sj,1994,32,13-08-1994,0.04465,-0.0402,0.05686667,0.02865,30.03,299.5185714,299.6785714,295.4657143,12.5,78.58428571,28.38571429
sj,1994,33,20-08-1994,0.06666667,-0.0157,0.1766167,0.22135,17.77,300.01,300.1285714,295.4871429,16.6,76.43714286,28.51428571
sj,1994,34,27-08-1994,0.1564,0.130825,0.1920571,0.1767286,3.24,300.3642857,300.5357143,295.9314286,11.56,76.92,28.57142857
sj,1994,35,03-09-1994,0.02185,0.14525,0.2137857,0.2040857,59.91,300.3928571,300.5357143,296.2957143,20.24,78.48285714,29.42857143
sj,1994,36,10-09-1994,0.04585,0.076225,0.2916857,0.2479714,19.45,300.0742857,300.1785714,296.1314286,28.3,79.13857143,29.28571429
sj,1994,37,17-09-1994,,,0.0955,0.192925,61.11,299.9514286,300.0571429,295.9071429,70.4,78.75,28.55714286
sj,1994,38,24-09-1994,,,,,39.22,299.8857143,300.0357143,295.9614286,50.7,79.31428571,28.37142857
sj,1994,39,01-10-1994,,,,,55.88,299.5085714,299.6428571,295.8214286,45.2,80.37285714,28.01428571
sj,1994,40,08-10-1994,,,,,0.63,300.3771429,300.5,295.3628571,2.8,74.11714286,28.71428571
sj,1994,41,15-10-1994,,,,,16.7,299.6385714,299.6214286,295.4814286,40.8,78.22571429,28.32857143
sj,1994,42,22-10-1994,,,,,75.57,300.2385714,300.4,295.6857143,15.81,76.34857143,28.57142857
sj,1994,43,29-10-1994,,,,,111.52,298.8114286,298.8571429,296.1714286,64.85,85.41714286,27.67142857
sj,1994,44,05-11-1994,,,,,5.41,299.8671429,300.05,295.8457143,15.6,78.68571429,28.15714286
sj,1994,45,12-11-1994,,,,,32.26,299.2971429,299.1285714,295.58,36.6,80.09571429,27.31428571
sj,1994,46,19-11-1994,,,,,32.17,299.1985714,299.3,296.1742857,47.5,83.58428571,27.28571429
sj,1994,47,26-11-1994,,,,,11.16,299.4228571,299.4571429,296.3771429,23.7,83.50285714,27.85714286
sj,1994,48,03-12-1994,,,,,17.52,298.8514286,298.85,294.8128571,27.4,78.56,26.88571429
sj,1994,49,10-12-1994,,,,,45.95,297.8085714,297.95,295.2042857,106.09,85.57,26.37142857
sj,1994,50,17-12-1994,,,,,0,298.6242857,298.7428571,293.9385714,16.5,75.45571429,26.58571429
sj,1994,51,24-12-1994,,,,,0,298.5814286,298.6928571,294.2114286,12.2,76.91428571,26.64285714
sj,1995,52,01-01-1995,0.2438,0.045,0.2152556,0.1947778,71.43,298.8385714,299.1071429,295.6742857,30.4,82.86714286,27.31428571
sj,1995,1,08-01-1995,0.223075,0.2193333,0.2886167,0.2587429,0,297.33,297.4,292.7342857,12.5,75.83857143,25.7
sj,1995,2,15-01-1995,,0.1416333,0.1755714,0.1716143,0,298.2842857,298.45,293.3085714,3.59,74.04714286,25.77142857
sj,1995,3,22-01-1995,-0.1193,-0.0359,0.2122571,0.2293714,37.99,296.5842857,296.7071429,292.83,32.88,79.55285714,24.75714286
sj,1995,4,29-01-1995,0.05175,0.1268,0.1772286,0.1340714,0,297.5928571,298.0142857,293.5328571,6.2,78.33,26.12857143
sj,1995,5,05-02-1995,,0.1449,0.21726,0.2099429,0,297.35,297.65,293.91,43.3,81.40428571,25.5
sj,1995,6,12-02-1995,0.03233333,0.059325,0.1748857,0.1713857,0,297.8557143,298.0142857,293.0257143,3.6,74.65571429,26.08571429
sj,1995,7,19-02-1995,0.0614,,0.1753143,0.2123286,0,298.2214286,298.4642857,293.8828571,10.07,77.02142857,26.62857143
sj,1995,8,26-02-1995,0.0935,0.06486667,0.1020143,0.1254143,0,297.5085714,297.5142857,293.1328571,29.08,76.63428571,25.92857143
sj,1995,9,05-03-1995,0.07355,0.06865,0.12292,0.10996,0,297.1757143,297.2571429,293.4442857,50.73,79.81714286,25.24285714
sj,1995,10,12-03-1995,0.14535,0.079575,0.1823429,0.1864857,0,297.0814286,297.2785714,293.8114286,36.42,82.05285714,25.5
sj,1995,11,19-03-1995,0.0739,0.1150667,0.1452,0.1547429,19.43,297.11,297.0857143,292.8214286,18.6,77.02,25.25714286
sj,1995,12,26-03-1995,0.031,0.23165,0.2074333,0.2497143,0,296.48,296.7071429,290.6314286,6.7,69.86142857,24.62857143
sj,1995,13,02-04-1995,0.19862,0.259575,0.24515,0.3054571,0,296.8871429,297.0428571,290.3785714,4.6,67.36428571,25.24285714
sj,1995,14,09-04-1995,,0.2494,0.2327857,0.2684143,0,297.6657143,297.9214286,292.5557143,0,73.4,25.97142857
sj,1995,15,16-04-1995,,0.03495,0.1719143,0.1489429,5.43,298.56,298.7428571,294.3385714,2.1,77.60571429,27.28571429
sj,1995,16,23-04-1995,0.1017,0.1127,0.2601571,0.2366143,6.44,297.83,298.0071429,293.5542857,19.6,77.32142857,26.65714286
sj,1995,17,30-04-1995,0.1281,0.150025,0.2205429,0.1873,0,297.5114286,297.6857143,292.1,2.7,71.93714286,26.32857143
sj,1995,18,07-05-1995,,0.1521,0.2145429,0.1579714,20.96,298.7885714,299.0714286,294.2028571,4.1,76.07285714,27.84285714
sj,1995,19,14-05-1995,0.14345,0.1115,0.1990714,0.1708857,9.01,299.1314286,299.3571429,295.4285714,9,80.26142857,27.77142857
sj,1995,20,21-05-1995,0.0363,0.096525,0.1664333,0.1605714,119.62,298.9957143,299.0857143,295.3985714,17.4,80.86571429,26.91428571
sj,1995,21,28-05-1995,0.0322,0.1621333,0.2318286,0.2402714,204.62,299.4542857,299.5785714,295.9942857,17.3,81.44714286,27.22857143
sj,1995,22,04-06-1995,,0.2412,0.1024714,0.1095714,178.89,299.6028571,299.6071429,295.9928571,20.33,80.72714286,27.7
sj,1995,23,11-06-1995,0.15495,0.0278,0.2666143,0.2119,106.04,298.6885714,298.65,295.8271429,86.8,84.34571429,27.3
sj,1995,24,18-06-1995,0.08955,0.0797,0.1817143,0.1559857,20.16,299.8285714,299.9,295.8928571,16.57,79.13714286,27.77142857
sj,1995,25,25-06-1995,0.22135,0.2174,0.2199714,0.1920429,26.56,300.1157143,300.1428571,296.6257143,35.24,81.34,28.84285714
sj,1995,26,02-07-1995,0.2319333,0.2115,0.2412286,0.2656857,2.04,300.68,300.8071429,296.7414286,13.7,79.38,29.21428571
sj,1995,27,09-07-1995,0.3093,0.2909,0.2370571,0.2420429,41.18,301.0071429,301.0928571,296.1457143,9.22,75.06571429,29.65714286
sj,1995,28,16-07-1995,,0.17265,0.24245,0.2196714,25.89,299.9442857,299.9785714,296.5828571,60.59,81.96,29.28571429
sj,1995,29,23-07-1995,0.1175,0.10775,0.1555714,0.1664857,36.58,300.4014286,300.6642857,296.8485714,38.3,81.09,29.22857143
sj,1995,30,30-07-1995,,0.1898,0.0942,0.1322286,101.64,299.9885714,299.9571429,297.2442857,62.31,85.08857143,28.55714286
sj,1995,31,06-08-1995,0.0632,0.09466667,0.1584857,0.2030286,60.71,300,300,297.11,102.4,84.37571429,28.7
sj,1995,32,13-08-1995,0.047,0.047,0.1991833,0.1653571,19.79,300.2628571,300.2857143,296.5585714,40.3,80.39714286,29
sj,1995,33,20-08-1995,0.08396667,0.0917,0.1771571,0.1886714,4.05,300.5542857,300.6857143,297.27,17.7,82.62571429,30.07142857
sj,1995,34,27-08-1995,0.1131,0.0862,0.1374,0.1324714,75.11,299.9528571,299.9857143,296.8871429,96.1,83.49142857,28.42857143
sj,1995,35,03-09-1995,0.0326,0.07256667,0.17236,0.1968143,35.83,300.1742857,300.2428571,296.85,55.21,82.22571429,29.11428571
sj,1995,36,10-09-1995,0.1071,0.1836,0.18515,0.1699571,20.23,301.2185714,301.35,296.9942857,8.6,78.14571429,29.57142857
sj,1995,37,17-09-1995,0.0568,0.0546,0.1436857,0.1392,40.29,300.21,300.2,297.0514286,122.7,82.91142857,29.37142857
sj,1995,38,24-09-1995,0.1186333,0.0846,0.1810167,0.2176167,121.4,300.0671429,300.1357143,296.9642857,82.5,83.31428571,29.58571429
sj,1995,39,01-10-1995,0.1068,0.08366667,0.092,0.09934286,36.72,300.1557143,300.2071429,296.7714286,11.6,81.85428571,29.95714286
sj,1995,40,08-10-1995,0.2808,0.2151,0.1463429,0.1295571,68.18,299.7814286,299.7285714,296.66,74.5,83.13571429,28.05714286
sj,1995,41,15-10-1995,0.040825,0.0966,0.1316,0.1375429,45.63,299.54,299.5642857,296.6342857,53.98,84.20714286,28.38571429
sj,1995,42,22-10-1995,0.033625,0.09466,0.09144286,0.1194429,55.67,299.7942857,299.8428571,296.1614286,40.8,80.66428571,27.84285714
sj,1995,43,29-10-1995,,0.1326,0.1581857,0.1374429,54.74,299.4414286,299.4214286,296.3371429,46.4,83.21428571,27.47142857
sj,1995,44,05-11-1995,0.2346,0.07825,0.2700714,0.2854286,30.3,299.7728571,299.9428571,296.17,40.4,80.86428571,28.04285714
sj,1995,45,12-11-1995,0.0174,0.02905,0.2089143,0.2354857,0,299.0971429,299.2857143,295.22,32.4,79.40428571,27.22857143
sj,1995,46,19-11-1995,0.0406,0.07475,0.19625,0.1903429,24.86,299.6228571,299.8071429,295.37,9.9,77.63857143,27.15714286
sj,1995,47,26-11-1995,0.0334,0.1148667,0.2400143,0.2549,90.49,299.2757143,299.4,295.14,12.7,78.14142857,27.31428571
sj,1995,48,03-12-1995,,0.076375,0.2411714,0.1688714,20.21,299.4528571,299.55,295.8371429,13.69,80.67714286,27.2
sj,1995,49,10-12-1995,0.1154,0.135,0.2653,0.2371143,0,299.2014286,299.4,294.6871429,12.8,76.33285714,27.01428571
sj,1995,50,17-12-1995,-0.0139,0.01473333,0.1795,0.1348,0,298.4614286,298.5785714,294.7314286,23.6,79.98571429,26.61428571
sj,1995,51,24-12-1995,,0.03596667,0.1808571,0.1116571,0,298.1942857,298.2214286,293.9714286,40.3,77.63714286,25.71428571
sj,1996,1,01-01-1996,0.014,0.01086667,0.09192857,0.1204429,6.35,297.4128571,297.4571429,294.54,57,84.13571429,25.18571429
sj,1996,2,08-01-1996,0.1514333,0.1262333,0.1842429,0.1828,15,298.5285714,298.6285714,294.6614286,9.32,79.32142857,26.25714286
sj,1996,3,15-01-1996,0.0149,0.07636667,0.1466571,0.1969857,55.68,297.7528571,297.8642857,294.5514286,50.3,82.51571429,25.97142857
sj,1996,4,22-01-1996,0.0958,0.1381,0.2194571,0.2229,60.67,297.4228571,297.4857143,293.8028571,44.85,80.47714286,25.58571429
sj,1996,5,29-01-1996,0.0627,0.1475333,0.2058429,0.2097286,0,296.6285714,296.7571429,292.04,28.6,75.69285714,24.78571429
sj,1996,6,05-02-1996,0.02765,0.04075,0.1646,0.1686857,0,297.3071429,297.4357143,292.5814286,11.9,74.96142857,25.15714286
sj,1996,7,12-02-1996,0.06895,0.13685,0.2188143,0.2143,29.3,297.6257143,297.6857143,293.85,15.45,79.66428571,25.31428571
sj,1996,8,19-02-1996,,0.0583,0.1627857,0.1252143,7.2,297.8828571,298.0928571,293.6985714,16.7,77.78285714,25.97142857
sj,1996,9,26-02-1996,0.076,0.108975,0.2699333,0.2227714,177.58,297.5985714,297.7071429,293.7314286,15.67,79.19857143,25.55714286
sj,1996,10,04-03-1996,,0.11005,0.1926667,0.1776429,9.96,297.2928571,297.4785714,292.1285714,3.2,73.06,25.57142857
sj,1996,11,11-03-1996,0.03786667,0.0368,0.1764286,0.1658571,0,297.9885714,298.1785714,293.5614286,8.6,76.48285714,26.24285714
sj,1996,12,18-03-1996,0.07713333,0.1118,0.1855286,0.2112714,0,297.4285714,297.6,293.8342857,28,80.64714286,26.2
sj,1996,13,25-03-1996,,-0.0457,0.1378857,0.1538429,0,298.1885714,298.3642857,293.0842857,2.8,73.42571429,26.4
sj,1996,14,01-04-1996,0.0448,0.024225,0.0851,0.1079429,0,297.21,297.4071429,293.3214286,28.8,79.02,25.92857143
sj,1996,15,08-04-1996,0.0497,0.1488,0.1627286,0.1776429,49.18,298.1357143,298.2071429,294.3657143,27.9,79.77571429,26.22857143
sj,1996,16,15-04-1996,0.08893333,0.12235,0.2162143,0.2278286,46.16,297.8528571,298.0928571,293.8,24.22,78.31142857,26.12857143
sj,1996,17,22-04-1996,,0.1078,0.1786857,0.1805143,0,298.2285714,298.4642857,293.2828571,10.9,74.17142857,26.12857143
sj,1996,18,29-04-1996,0.3144667,0.1974,0.2231,0.2046286,5.63,298.0071429,298.0928571,293.5385714,21.5,76.39428571,26.01428571
sj,1996,19,06-05-1996,-0.0464,-0.0384,0.0964,0.09445714,0,297.71,297.8,292.9157143,11.1,74.79285714,25.44285714
sj,1996,20,13-05-1996,,0.07175,0.1463,0.1586429,21.7,297.5957143,297.6285714,294.4514286,68.2,82.84,25.84285714
sj,1996,21,20-05-1996,0.0339,0.0557,0.2153167,0.21815,44.07,298.6585714,298.9214286,295.4671429,17.9,82.78,26.72857143
sj,1996,22,27-05-1996,0.09985,0.1066,0.1409857,0.1087857,68.06,299.4414286,299.5928571,296.2371429,21.71,82.75142857,28.11428571
sj,1996,23,03-06-1996,0.0529,0.080075,0.1793143,0.1579,137.06,299.2542857,299.1928571,296.0057143,24.38,82.36857143,27.81428571
sj,1996,24,10-06-1996,0.0986,0.0893,0.12375,0.13545,27.82,298.7428571,298.8285714,295.4385714,43.3,82.23571429,26.94285714
sj,1996,25,17-06-1996,0.07125,0.0646,0.1461,0.1561714,47.93,298.49,298.5642857,295.4357143,73.7,83.32285714,26.44285714
sj,1996,26,24-06-1996,0.16555,0.1205,0.1861857,0.1705857,15.99,299.6414286,299.7071429,296.0442857,22.5,80.90714286,27.68571429
sj,1996,27,01-07-1996,,0.07375,0.2217833,0.1834333,6.01,299.5814286,299.6857143,295.8342857,23.9,80.06142857,27.94285714
sj,1996,28,08-07-1996,0.05763333,0.07825,0.1641167,0.1680333,24.35,299.7342857,299.8357143,296.3414286,35.23,81.83571429,28.01428571
sj,1996,29,15-07-1996,0.1121,0.095425,0.1674286,0.1645429,97.22,299.0185714,299.0642857,296.1242857,123.2,84.32285714,27.27142857
sj,1996,30,22-07-1996,0.0038,-0.0106,0.14715,0.1767833,14.89,299.7142857,299.9642857,295.7942857,15.8,79.19857143,27.51428571
sj,1996,31,29-07-1996,0.09683333,0.115,0.1986143,0.2044429,41.78,299.3942857,299.4571429,296.03,39.1,81.91,27.17142857
sj,1996,32,05-08-1996,,0.05435,0.1329714,0.1440857,34.04,299.1371429,299.1214286,296.4085714,67.71,85.01,27.67142857
sj,1996,33,12-08-1996,0.0795,0.0291,0.14252,0.2317,19.92,299.6514286,299.7928571,296.0785714,29.2,80.93571429,28.01428571
sj,1996,34,19-08-1996,,0.09555,0.3094667,0.2312,110.91,298.9842857,299.0428571,296.1285714,68.7,84.34428571,26.78571429
sj,1996,35,26-08-1996,0.01203333,0.07396667,0.2981857,0.3126,15.74,299.9457143,300.0357143,295.9857143,33.7,79.27285714,27.75714286
sj,1996,36,02-09-1996,0.0364,0.03065,0.1729,0.1757857,10.59,300.3728571,300.7428571,296.9114286,21.95,81.54,28.48571429
sj,1996,37,09-09-1996,0.1043,0.1068,0.1678667,0.1728,63.31,299.8028571,299.8857143,296.4528571,89.24,81.98571429,27.94285714
sj,1996,38,16-09-1996,,0.02845,0.1504286,0.1078167,243.55,299.4828571,299.4428571,296.88,151.7,85.69,27.04285714
sj,1996,39,23-09-1996,0.04044,0.00445,0.1859,0.1818857,59.12,300.32,300.4428571,297.0928571,19.32,82.63857143,27.87142857
sj,1996,40,30-09-1996,-0.0385,0.06813333,0.1651286,0.1952143,27.58,300.0185714,300.2071429,296.09,27.2,79.17714286,27.41428571
sj,1996,41,07-10-1996,-0.0066,-0.0355,0.2071833,0.2196167,28.18,299.9628571,300.1142857,296.46,23.54,81.26,27.28571429
sj,1996,42,14-10-1996,,0.0609,0.2202286,0.2358,4.62,299.8042857,299.8428571,296.0485714,23.7,79.95714286,27.57142857
sj,1996,43,21-10-1996,-0.0969,-0.0902,0.1490143,0.1663143,17.37,300.3442857,300.4642857,296.7171429,7.1,80.73428571,29.04285714
sj,1996,44,28-10-1996,0.00525,0.0158,0.1809429,0.1463571,16.06,299.2514286,299.3428571,295.72,65.2,81.13,27.04285714
sj,1996,45,04-11-1996,-0.05675,-0.00865,0.1236143,0.1353,51.59,299.1685714,299.2357143,296.26,59.22,84.11142857,26.84285714
sj,1996,46,11-11-1996,-0.03006667,0.0881,0.07505714,0.098,34.32,298.2457143,298.2142857,295.2657143,219.9,83.64,26.15714286
sj,1996,47,18-11-1996,,0.039525,0.06076667,0.0578,42.76,298.4771429,298.5571429,295.4385714,113.55,83.39714286,25.87142857
sj,1996,48,25-11-1996,,0.1038667,0.1649714,0.1447714,65.18,298.1971429,298.4214286,295.6671429,49,86.07142857,25.61428571
sj,1996,49,02-12-1996,-0.1171,-0.01016667,0.2602714,0.2308429,0,297.6428571,297.6785714,292.9414286,20.57,75.29285714,25.01428571
sj,1996,50,09-12-1996,,0.0495,0.1559143,0.176,0,297.8271429,297.9785714,292.6628571,3.8,73.25285714,24.8
sj,1996,51,16-12-1996,,0.1639,0.1702286,0.1818571,0,296.6357143,296.7714286,292.7871429,40.7,79.37285714,24.95714286
sj,1996,52,23-12-1996,0.0214,0.0214,0.156975,0.1470375,0,297.0314286,297.1142857,291.4242857,3.93,71.06285714,24.51428571
sj,1997,1,01-01-1997,0.1526333,0.1094,0.2077429,0.1732857,0,299.6771429,299.8214286,295.0142857,3.24,75.67857143,26.62857143
sj,1997,2,08-01-1997,,0.1839,0.2683714,0.1435857,0,297.1885714,297.4285714,293.5585714,24.14,80.3,24.67142857
sj,1997,3,15-01-1997,-0.1459,0.0338,0.2233714,0.2170857,0,297.5685714,297.6642857,292.7971429,7.79,74.94,24.38571429
sj,1997,4,22-01-1997,0.0495,0.07316667,0.1704714,0.1861429,6.65,297.4857143,297.7428571,293.7871429,23.5,80.09285714,24.9
sj,1997,5,29-01-1997,0.0451,0.04505,0.1107571,0.1018,66.05,296.7414286,296.8428571,293.5328571,81.3,82.38857143,24.62857143
sj,1997,6,05-02-1997,0.04245,0.03413333,0.1372714,0.1156857,53.52,297.27,297.4071429,292.5757143,14.3,75.07571429,23.7
sj,1997,7,12-02-1997,0.0455,0.1281,0.1796714,0.1705857,24.98,297.12,297.2928571,293.6371429,50.58,80.94714286,24.57142857
sj,1997,8,19-02-1997,0.0297,0.07732,0.1488286,0.1815429,0,297.5871429,297.7142857,293.2214286,15.14,76.71285714,24.68571429
sj,1997,9,26-02-1997,,0.04896667,0.15534,0.1579,0,297.2642857,297.3571429,292.4728571,15.1,74.63142857,24.47142857
sj,1997,10,05-03-1997,,,0.2277,0.2670143,0,297.2928571,297.3928571,292.41,9.5,74.25571429,24.57142857
sj,1997,11,12-03-1997,,0.0864,0.1700714,0.1512429,0,297.1385714,297.35,292.4957143,14.3,75.37285714,24.35714286
sj,1997,12,19-03-1997,0.1409,0.12525,0.2582143,0.2533286,0,297.0785714,297.2214286,292.7671429,17.92,76.90428571,24.74285714
sj,1997,13,26-03-1997,0.11245,0.107,0.2076143,0.2154,0,297.7214286,297.9214286,292.7585714,7,74.11857143,25.31428571
sj,1997,14,02-04-1997,,0.123,0.1983167,0.1916833,0,297.6928571,297.8571429,292.7757143,5.9,74.20571429,25.08571429
sj,1997,15,09-04-1997,0.0602,0.069825,0.2164286,0.2027714,6.65,296.5957143,296.6357143,291.8428571,18.73,74.85,25.35714286
sj,1997,16,16-04-1997,0.033075,0.05155,0.2085429,0.2354857,0,297.1785714,297.4642857,291.6742857,7.5,71.55857143,25.9
sj,1997,17,23-04-1997,0.0388,0.023,0.2024429,0.2222571,0,298.8214286,299.05,294.0985714,16.2,75.41714286,27.67142857
sj,1997,18,30-04-1997,-0.0035,0.007333333,0.1991,0.1928833,5.73,299.2042857,299.3857143,294.82,4,76.95285714,27.77142857
sj,1997,19,07-05-1997,-0.0597,0.0331,0.1650857,0.1324571,0,299.35,299.5071429,294.7271429,1.5,75.87857143,27.92857143
sj,1997,20,14-05-1997,0.1019,0.0747,0.1175167,0.1297857,33.03,298.85,298.9857143,294.7985714,27.3,78.53714286,27.57142857
sj,1997,21,21-05-1997,0.0798,0.1065333,0.1590333,0.09873333,0,299.2414286,299.3857143,294.6614286,10.1,75.98285714,27.58571429
sj,1997,22,28-05-1997,0.0235,0.05535,0.2090857,0.1450571,64.1,299.2814286,299.4357143,295.2628571,10.5,78.71142857,27.31428571
sj,1997,23,04-06-1997,0.0557,0.08895,0.1841571,0.1623571,118.35,298.9957143,299.0428571,295.9785714,41.7,83.48571429,27.27142857
sj,1997,24,11-06-1997,0.1197,0.0904,0.1477167,0.1914143,0,300.0014286,300.2642857,296.1742857,9.9,79.74571429,28.6
sj,1997,25,18-06-1997,0.0108,0.05426667,0.1710429,0.2157,2.43,300.3671429,300.6,296.4114286,7.8,79.36428571,29.01428571
sj,1997,26,25-06-1997,0.0749,0.07762,0.1302143,0.1368,34.69,300.0442857,300.0928571,296.3228571,23.4,80.24571429,28.65714286
sj,1997,27,02-07-1997,0.1012,0.09026667,0.1940286,0.1983714,38.84,300.2957143,300.5142857,296.2385714,24.3,78.63857143,28.41428571
sj,1997,28,09-07-1997,0.0883,0.07483333,0.1354571,0.1118571,5.87,300.4885714,300.6428571,296.4157143,21.3,78.62,29.01428571
sj,1997,29,16-07-1997,-0.0562,0.0112,0.1573143,0.1659714,24.42,300.0942857,300.1714286,296.5114286,35.4,80.91714286,28.61428571
sj,1997,30,23-07-1997,-0.1562,,0.1646429,0.1496857,41.34,299.9585714,299.9428571,296.6028571,73.74,82.13285714,27.9
sj,1997,31,30-07-1997,0.1393,0.07825,0.2511714,0.1919429,29.9,300.1171429,300.2142857,296.2157143,33.6,79.45428571,27.82857143
sj,1997,32,06-08-1997,0.0981,0.0981,0.1404571,0.1142286,19.57,300.2942857,300.4142857,296.7357143,28.6,81.10428571,28.64285714
sj,1997,33,13-08-1997,0.008933333,0.046675,0.1411,0.1585714,57.65,299.84,299.9928571,296.5728571,42.79,82.39285714,28.28571429
sj,1997,34,20-08-1997,,0.11135,0.1741857,0.1446,20.35,299.7614286,299.8,296.6585714,45.7,83.28,28.41428571
sj,1997,35,27-08-1997,0.06065,0.08936667,0.1869714,0.2091857,94.72,300.2657143,300.3357143,296.7042857,35.9,81.14285714,27.98571429
sj,1997,36,03-09-1997,0.1072,0.1159667,0.2084,0.1735571,8.83,300.1385714,300.1214286,296.8042857,35.9,82.22,28.72857143
sj,1997,37,10-09-1997,0.03495,0.0815,0.1973143,0.1827714,11.47,300.5485714,300.7214286,297.4142857,46.4,83.16428571,28.95714286
sj,1997,38,17-09-1997,-0.049,0.01545,0.1992286,0.1866286,86.14,300.6828571,300.8071429,297.2471429,36.89,81.80857143,28.9
sj,1997,39,24-09-1997,0.12258,0.09823333,0.1432143,0.1434143,13.18,300.42,300.5142857,296.3857143,39.6,78.78,28.4
sj,1997,40,01-10-1997,0.1123,0.1054,0.2000571,0.1438857,46.15,300.1328571,300.2071429,297.2685714,39,84.43714286,27.58571429
